Global Volcanism Program - Volcanoes of the World 4.11.2,,,,Downloaded on 16 Sep 2022 at 10:03 PM,,,,,,,,,,,,,,,,,,,
Volcano Number,Volcano Name,Eruption Number,Eruption Category,Area of Activity,VEI,VEI Modifier,Start Year Modifier,Start Year,Start Year Uncertainty,Start Month,Start Day Modifier,Start Day,Start Day Uncertainty,Evidence Method (dating),End Year Modifier,End Year,End Year Uncertainty,End Month,End Day Modifier,End Day,End Day Uncertainty,Latitude,Longitude
312150,Mageik,20217,Confirmed Eruption,East Mageik,,,?,-550,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,58.195,-155.253
311310,Makushin,19868,Confirmed Eruption,,,,,-550,900,0,,0,,Correlation: Tephrochronology,,,,,,,,53.891,-166.923
332060,Haleakala,10280,Confirmed Eruption,Haleakala crater,,,,-580,50,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,20.708,-156.25
332020,Mauna Loa,10148,Confirmed Eruption,NE rift zone,0,,?,-600,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,19.475,-155.608
313030,Redoubt,20350,Confirmed Eruption,,,,,-600,75,0,,0,,Sidereal: Varve Count,,,,,,,,60.485,-152.742
313030,Redoubt,20349,Confirmed Eruption,,,,,-610,100,0,,0,,Sidereal: Varve Count,,,,,,,,60.485,-152.742
321030,Rainier,20487,Confirmed Eruption,,,,,-610,100,0,,0,,Isotopic: 14C (calibrated),,,,,,,,46.853,-121.76
313030,Redoubt,20348,Confirmed Eruption,,,,,-620,100,0,,0,,Sidereal: Varve Count,,,,,,,,60.485,-152.742
312150,Mageik,20216,Confirmed Eruption,East Mageik,,,?,-650,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,58.195,-155.253
321030,Rainier,20486,Confirmed Eruption,,,,,-650,50,0,,0,,Correlation: Tephrochronology,,,,,,,,46.853,-121.76
323010,Shasta,20631,Confirmed Eruption,,,,,-650,800,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,41.409,-122.193
313030,Redoubt,20333,Confirmed Eruption,,,,,-670,100,0,,0,,Sidereal: Varve Count,,,,,,,,60.485,-152.742
323120,Mono-Inyo Craters,20665,Confirmed Eruption,Central Mono Craters,,,,-700,800,0,,0,,Chem/Bio: Hydration Rind,,,,,,,,37.804,-119.029
321030,Rainier,20485,Confirmed Eruption,,,,,-700,50,0,,0,,Correlation: Tephrochronology,,,,,,,,46.853,-121.76
332040,Hualalai,10243,Confirmed Eruption,North rift zone (700 m ENE of Hainoa),0,,,-720,75,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,19.692,-155.87
313030,Redoubt,20332,Confirmed Eruption,,,,,-770,100,0,,0,,Sidereal: Varve Count,,,,,,,,60.485,-152.742
313030,Redoubt,20331,Confirmed Eruption,,,,,-790,100,0,,0,,Sidereal: Varve Count,,,,,,,,60.485,-152.742
312140,Martin,20208,Confirmed Eruption,,,,,-800,50,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,58.172,-155.361
312100,Yantarni,20195,Confirmed Eruption,,5,,,-800,500,0,,0,,Correlation: Tephrochronology,,,,,,,,57.019,-157.185
321050,St. Helens,20528,Confirmed Eruption,,,,?,-800,,0,,0,,Isotopic: 14C (calibrated),,,,,,,,46.2,-122.18
322070,Three Sisters,20590,Confirmed Eruption,North of North Sister (Yapoah Cone),2,?,?,-800,,0,,0,,Correlation: Tephrochronology,,,,,,,,44.133,-121.767
322060,Belknap,20587,Confirmed Eruption,South Belknap and Twin Craters,2,?,,-800,300,0,,0,,Isotopic: 14C (calibrated),,,,,,,,44.285,-121.841
332010,Kilauea,20741,Confirmed Eruption,,0,,?,-800,,0,,0,,Isotopic: 14C (calibrated),,,,,,,,19.421,-155.287
321050,St. Helens,20527,Confirmed Eruption,,,,,-830,75,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,46.2,-122.18
313030,Redoubt,20347,Confirmed Eruption,,,,,-830,100,0,,0,,Sidereal: Varve Count,,,,,,,,60.485,-152.742
321020,Glacier Peak,20470,Confirmed Eruption,,,,?,-850,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,48.112,-121.113
323010,Shasta,20630,Confirmed Eruption,,,,?,-850,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,41.409,-122.193
313030,Redoubt,20346,Confirmed Eruption,,,,,-870,100,0,,0,,Sidereal: Varve Count,,,,,,,,60.485,-152.742
332020,Mauna Loa,10147,Confirmed Eruption,Mokuaweoweo,0,,?,-950,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,19.475,-155.608
322040,Sand Mountain Field,22204,Confirmed Eruption,,4,,,-950,200,,,,,Correlation: Magnetism,,,,,,,,44.38,-121.93
323020,Medicine Lake,20642,Confirmed Eruption,SE flank,,,?,-1000,,0,,0,,Isotopic: 14C (calibrated),,,,,,,,41.611,-121.554
321050,St. Helens,20526,Confirmed Eruption,,,,?,-1010,,0,,0,,Isotopic: 14C (calibrated),,,,,,,,46.2,-122.18
322060,Belknap,20586,Confirmed Eruption,Little Belknap,0,,,-1030,300,0,,0,,Isotopic: 14C (calibrated),,,,,,,,44.285,-121.841
313030,Redoubt,20345,Confirmed Eruption,,,,,-1040,100,0,,0,,Sidereal: Varve Count,,,,,,,,60.485,-152.742
313030,Redoubt,20344,Confirmed Eruption,,,,?,-1050,,0,,0,,Sidereal: Varve Count,,,,,,,,60.485,-152.742
311080,Tanaga,19690,Confirmed Eruption,Sajaka One,0,,?,-1050,,0,,0,,Isotopic: Ar/Ar,,,,,,,,51.885,-178.146
315001,Buzzard Creek,20406,Confirmed Eruption,,2,,?,-1050,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,64.062,-148.433
313030,Redoubt,20343,Confirmed Eruption,,,,,-1080,150,0,,0,,Correlation: Tephrochronology,,,,,,,,60.485,-152.742
332040,Hualalai,10242,Confirmed Eruption,,0,,,-1080,200,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,19.692,-155.87
321050,St. Helens,20525,Confirmed Eruption,,,,?,-1100,,0,,0,,Isotopic: 14C (calibrated),,,,,,,,46.2,-122.18
313030,Redoubt,20342,Confirmed Eruption,,,,,-1100,100,0,,0,,Sidereal: Varve Count,,,,,,,,60.485,-152.742
323020,Medicine Lake,20641,Confirmed Eruption,Lower north flank (Black Crater),0,,?,-1130,,0,,0,,Isotopic: 14C (calibrated),,,,,,,,41.611,-121.554
332060,Haleakala,10279,Confirmed Eruption,SW rift zone,,,,-1140,30,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,20.708,-156.25
332040,Hualalai,10241,Confirmed Eruption,NW rift zone (0.7 km NW of Luamakami),0,,,-1150,75,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,19.692,-155.87
323010,Shasta,20629,Confirmed Eruption,,,,?,-1150,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,41.409,-122.193
313030,Redoubt,20341,Confirmed Eruption,,,,,-1150,100,0,,0,,Sidereal: Varve Count,,,,,,,,60.485,-152.742
311140,Koniuji,19748,Confirmed Eruption,,,,,-1150,1900,0,,0,,Isotopic: Ar/Ar,,,,,,,,52.22,-175.13
327120,Zuni-Bandera,20707,Confirmed Eruption,McCartys flow,0,,,-1170,300,0,,0,,Isotopic: 14C (calibrated),,,,,,,,34.8,-108
321050,St. Helens,20524,Confirmed Eruption,,,,?,-1180,,0,,0,,Isotopic: 14C (calibrated),,,,,,,,46.2,-122.18
313030,Redoubt,20340,Confirmed Eruption,,,,,-1210,100,0,,0,,Sidereal: Varve Count,,,,,,,,60.485,-152.742
332060,Haleakala,10278,Confirmed Eruption,Upper SW rift zone (~2800 m),,,?,-1240,,0,,0,,Isotopic: 14C (calibrated),,,,,,,,20.708,-156.25
322190,Jordan Craters,20615,Confirmed Eruption,Coffeepot Crater,2,?,>,-1250,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,43.147,-117.46
314010,St. Paul Island,20403,Confirmed Eruption,West side (Fox Hill),,,,-1280,40,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,57.18,-170.3
332020,Mauna Loa,10146,Confirmed Eruption,Mokuaweoweo and NE rift zone,0,,?,-1300,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,19.475,-155.608
332060,Haleakala,10277,Confirmed Eruption,Upper SW rift zone (~2600 m),,,?,-1310,,0,,0,,Isotopic: 14C (calibrated),,,,,,,,20.708,-156.25
313030,Redoubt,20339,Confirmed Eruption,,,,,-1310,100,0,,0,,Sidereal: Varve Count,,,,,,,,60.485,-152.742
313030,Redoubt,20338,Confirmed Eruption,,,,,-1350,100,0,,0,,Sidereal: Varve Count,,,,,,,,60.485,-152.742
322110,Newberry,20606,Confirmed Eruption,South of East Lake,,,?,-1450,,0,,0,,Chem/Bio: Hydration Rind,,,,,,,,43.722,-121.229
313030,Redoubt,20337,Confirmed Eruption,,,,,-1510,100,0,,0,,Sidereal: Varve Count,,,,,,,,60.485,-152.742
313030,Redoubt,20336,Confirmed Eruption,,,,,-1540,100,0,,0,,Sidereal: Varve Count,,,,,,,,60.485,-152.742
311110,Kanaga,19706,Confirmed Eruption,,,,,-1550,100,0,,0,,Isotopic: 14C (calibrated),,,,,,,,51.923,-177.168
313030,Redoubt,20335,Confirmed Eruption,,,,,-1550,150,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,60.485,-152.742
313050,Hayes,20401,Confirmed Eruption,,5,,?,-1550,,0,,0,,Correlation: Tephrochronology,,,,,,,,61.64,-152.411
332010,Kilauea,20740,Confirmed Eruption,SW rift zone,0,,?,-1550,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,19.421,-155.287
313030,Redoubt,20330,Confirmed Eruption,,,,,-1560,100,0,,0,,Sidereal: Varve Count,,,,,,,,60.485,-152.742
311111,Moffett,19726,Confirmed Eruption,,,,?,-1600,,0,,0,,Isotopic: 14C (calibrated),,,,,,,,51.944,-176.747
321050,St. Helens,20523,Confirmed Eruption,,,,?,-1610,,0,,0,,Isotopic: 14C (calibrated),,,,,,,,46.2,-122.18
312090,Aniakchak,20182,Confirmed Eruption,,6,?,,-1645,10,0,,0,,Sidereal: Ice Core,,,,,,,,56.88,-158.17
312150,Mageik,20215,Confirmed Eruption,East Mageik,,,?,-1650,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,58.195,-155.253
332010,Kilauea,20738,Confirmed Eruption,SW rift zone,0,,?,-1650,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,19.421,-155.287
332020,Mauna Loa,10145,Confirmed Eruption,NE and SW rift zones,0,,?,-1650,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,19.475,-155.608
332040,Hualalai,10240,Confirmed Eruption,,0,,,-1650,200,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,19.692,-155.87
324020,Craters of the Moon,20690,Confirmed Eruption,Vermillion Chasm to Minidoka-Larkspur,0,,,-1680,150,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,43.42,-113.5
321050,St. Helens,20522,Confirmed Eruption,,,,?,-1680,,0,,0,,Isotopic: 14C (calibrated),,,,,,,,46.2,-122.18
313030,Redoubt,20329,Confirmed Eruption,,,,,-1690,100,0,,0,,Sidereal: Varve Count,,,,,,,,60.485,-152.742
313030,Redoubt,20328,Confirmed Eruption,,,,,-1700,100,0,,0,,Sidereal: Varve Count,,,,,,,,60.485,-152.742
332020,Mauna Loa,10144,Confirmed Eruption,SW rift zone,0,,?,-1700,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,19.475,-155.608
332020,Mauna Loa,10143,Confirmed Eruption,NE rift zone,0,,?,-1750,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,19.475,-155.608
312140,Martin,20207,Confirmed Eruption,,,,?,-1750,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,58.172,-155.361
312070,Veniaminof,20156,Confirmed Eruption,,6,,?,-1750,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,56.17,-159.38
311310,Makushin,19867,Confirmed Eruption,,,,?,-1750,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,53.891,-166.923
321050,St. Helens,20521,Confirmed Eruption,,5,,,-1770,100,0,,0,,Correlation: Tephrochronology,,,,,,,,46.2,-122.18
312190,Griggs,20246,Confirmed Eruption,,,,,-1790,40,0,,0,,Isotopic: 14C (calibrated),,,,,,,,58.354,-155.092
332020,Mauna Loa,10142,Confirmed Eruption,NW and SW rift zones,0,,?,-1800,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,19.475,-155.608
332060,Haleakala,10276,Confirmed Eruption,Haleakala crater,,,,-1800,50,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,20.708,-156.25
313030,Redoubt,20327,Confirmed Eruption,,,,,-1810,150,0,,0,,Sidereal: Varve Count,,,,,,,,60.485,-152.742
313010,Augustine,20254,Confirmed Eruption,,,,,-1820,300,0,,0,,Isotopic: 14C (calibrated),,,,,,,,59.363,-153.43
321040,Adams,20512,Confirmed Eruption,SSE flank (2100 m),1,?,>,-1850,,0,,0,,Correlation: Tephrochronology,,,,,,,,46.206,-121.49
332060,Haleakala,10275,Confirmed Eruption,SW rift zone (~1600 m),,,?,-1850,,0,,0,,Isotopic: 14C (calibrated),,,,,,,,20.708,-156.25
313050,Hayes,20400,Confirmed Eruption,,,,?,-1850,,0,,0,,Correlation: Tephrochronology,,,,,,,,61.64,-152.411
321050,St. Helens,20520,Confirmed Eruption,,6,,?,-1860,,0,,0,,Isotopic: 14C (calibrated),,,,,,,,46.2,-122.18
313030,Redoubt,20326,Confirmed Eruption,,,,,-1870,150,0,,0,,Sidereal: Varve Count,,,,,,,,60.485,-152.742
312050,Dana,20154,Confirmed Eruption,,5,,?,-1890,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,55.641,-161.214
312080,Black Peak,20179,Confirmed Eruption,,6,,,-1900,150,0,,0,,Correlation: Tephrochronology,,,,,,,,56.552,-158.785
311110,Kanaga,19705,Confirmed Eruption,,,,,-1900,300,0,,0,,Isotopic: 14C (calibrated),,,,,,,,51.923,-177.168
332060,Haleakala,10274,Confirmed Eruption,East rift zone,,,,-1900,50,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,20.708,-156.25
332020,Mauna Loa,10141,Confirmed Eruption,SW rift zone,0,,?,-1900,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,19.475,-155.608
332060,Haleakala,10273,Confirmed Eruption,SW rift zone,,,,-1940,40,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,20.708,-156.25
312150,Mageik,20214,Confirmed Eruption,East Mageik,,,,-1950,100,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,58.195,-155.253
332020,Mauna Loa,10140,Confirmed Eruption,SW rift zone,0,,?,-2000,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,19.475,-155.608
332040,Hualalai,10239,Confirmed Eruption,NW rift zone (0.3 km NW of Hainoa),0,,,-2040,75,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,19.692,-155.87
313010,Augustine,20253,Confirmed Eruption,,,,,-2040,300,0,,0,,Isotopic: 14C (calibrated),,,,,,,,59.363,-153.43
313030,Redoubt,20325,Confirmed Eruption,,,,,-2040,150,0,,0,,Sidereal: Varve Count,,,,,,,,60.485,-152.742
313020,Iliamna,20275,Confirmed Eruption,Upper NE flank,4,P,?,-2050,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,60.032,-153.09
332020,Mauna Loa,10139,Confirmed Eruption,Mokuaweoweo,0,,?,-2050,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,19.475,-155.608
323010,Shasta,20628,Confirmed Eruption,,,,?,-2050,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,41.409,-122.193
332010,Kilauea,20737,Confirmed Eruption,,0,,?,-2080,,0,,0,,Isotopic: 14C (calibrated),,,,,,,,19.421,-155.287
321050,St. Helens,20519,Confirmed Eruption,,,,,-2100,300,0,,0,,Correlation: Tephrochronology,,,,,,,,46.2,-122.18
332060,Haleakala,10272,Confirmed Eruption,Haleakala crater (Puu Maile),,,,-2120,50,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,20.708,-156.25
332020,Mauna Loa,10120,Confirmed Eruption,NE rift zone,0,,?,-2150,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,19.475,-155.608
311110,Kanaga,19704,Confirmed Eruption,,,,,-2150,200,0,,0,,Isotopic: 14C (calibrated),,,,,,,,51.923,-177.168
332010,Kilauea,20736,Confirmed Eruption,,,,,-2200,500,0,,0,,Correlation: Tephrochronology,,,,,,,,19.421,-155.287
328010,Dotsero,20702,Confirmed Eruption,,2,?,,-2200,300,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,39.661,-107.035
332060,Haleakala,10271,Confirmed Eruption,East rift zone,,,,-2210,40,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,20.708,-156.25
313030,Redoubt,20324,Confirmed Eruption,,,,,-2230,150,0,,0,,Sidereal: Varve Count,,,,,,,,60.485,-152.742
332020,Mauna Loa,10138,Confirmed Eruption,NE rift zone,0,,?,-2250,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,19.475,-155.608
332060,Haleakala,10270,Confirmed Eruption,East rift zone (East Camp cone),,,,-2260,40,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,20.708,-156.25
311110,Kanaga,19703,Confirmed Eruption,,,,,-2300,150,0,,0,,Isotopic: 14C (calibrated),,,,,,,,51.923,-177.168
321050,St. Helens,20518,Confirmed Eruption,,5,,?,-2340,,0,,0,,Isotopic: 14C (calibrated),,,,,,,,46.2,-122.18
332020,Mauna Loa,10137,Confirmed Eruption,Mokuaweoweo,0,,?,-2350,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,19.475,-155.608
313030,Redoubt,20323,Confirmed Eruption,,,,,-2350,150,0,,0,,Sidereal: Varve Count,,,,,,,,60.485,-152.742
315040,Edgecumbe,20425,Confirmed Eruption,,,,,-2360,140,,,,,Isotopic: 14C (uncalibrated),,-2080,90,,,,,57.05,-135.75
332040,Hualalai,10238,Confirmed Eruption,NW rift zone (1 km W of Hainoa Crater),0,,,-2440,75,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,19.692,-155.87
332030,Mauna Kea,10233,Confirmed Eruption,"NE flank (Puu Lehu, 3130 m)",,,,-2460,100,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,19.82,-155.47
332060,Haleakala,10268,Confirmed Eruption,SW rift zone (~2000 m),,,,-2470,50,0,,0,,Isotopic: 14C (calibrated),,,,,,,,20.708,-156.25
332030,Mauna Kea,10232,Confirmed Eruption,South rift zone (Puu Kole),,,,-2540,200,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,19.82,-155.47
321030,Rainier,20484,Confirmed Eruption,,3,,?,-2550,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,46.853,-121.76
323010,Shasta,20627,Confirmed Eruption,,,,?,-2550,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,41.409,-122.193
312090,Aniakchak,20181,Confirmed Eruption,,,,,-2550,500,0,,0,,Correlation: Tephrochronology,,,,,,,,56.88,-158.17
311390,Amak,20108,Confirmed Eruption,,,,,-2550,500,0,,0,,Correlation: Tephrochronology,,,,,,,,55.424,-163.149
324020,Craters of the Moon,20689,Confirmed Eruption,Black Top Butte,0,,,-2560,100,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,43.42,-113.5
332060,Haleakala,10267,Confirmed Eruption,,,,,-2580,40,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,20.708,-156.25
311140,Koniuji,19747,Confirmed Eruption,,,,,-2650,2000,0,,0,,Isotopic: Ar/Ar,,,,,,,,52.22,-175.13
321040,Adams,20511,Confirmed Eruption,,2,,,-2650,300,0,,0,,Correlation: Tephrochronology,,,,,,,,46.206,-121.49
321030,Rainier,20483,Confirmed Eruption,,2,,?,-2750,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,46.853,-121.76
332030,Mauna Kea,10230,Confirmed Eruption,"NE flank (Puu Kanakaleonui, 2930 m)",,,,-2750,200,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,19.82,-155.47
332020,Mauna Loa,10136,Confirmed Eruption,NE and SW rift zones,0,,?,-2750,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,19.475,-155.608
332040,Hualalai,10237,Confirmed Eruption,,0,,,-2770,75,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,19.692,-155.87
322100,Davis Lake,20597,Confirmed Eruption,S flank of Hamner Butte (Black Rock),,,?,-2790,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,43.57,-121.82
313030,Redoubt,20322,Confirmed Eruption,,,,,-2830,200,0,,0,,Sidereal: Varve Count,,,,,,,,60.485,-152.742
322160,Crater Lake,20613,Confirmed Eruption,Lava dome ENE of Wizard Island,,,?,-2850,,0,,0,,Isotopic: 14C (calibrated),,,,,,,,42.93,-122.12
332010,Kilauea,20735,Confirmed Eruption,SW rift zone,0,,?,-2850,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,19.421,-155.287
313030,Redoubt,20321,Confirmed Eruption,,,,,-2860,200,0,,0,,Sidereal: Varve Count,,,,,,,,60.485,-152.742
313030,Redoubt,20320,Confirmed Eruption,,,,,-2920,200,0,,0,,Sidereal: Varve Count,,,,,,,,60.485,-152.742
321040,Adams,20510,Confirmed Eruption,SSE flank (2600 m),1,?,,-2950,100,0,,0,,Correlation: Tephrochronology,,,,,,,,46.206,-121.49
313030,Redoubt,20319,Confirmed Eruption,,,,,-3030,200,0,,0,,Sidereal: Varve Count,,,,,,,,60.485,-152.742
323010,Shasta,20626,Confirmed Eruption,,0,,,-3050,1000,0,,0,,Correlation: Tephrochronology,,,,,,,,41.409,-122.193
332060,Haleakala,10266,Confirmed Eruption,East rift zone,,,,-3070,40,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,20.708,-156.25
323020,Medicine Lake,20640,Confirmed Eruption,SE caldera rim,,,,-3090,,0,,0,,Isotopic: 14C (calibrated),,,,,,,,41.611,-121.554
321020,Glacier Peak,20469,Confirmed Eruption,,,,?,-3150,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,48.112,-121.113
313030,Redoubt,20318,Confirmed Eruption,,,,,-3150,200,0,,0,,Sidereal: Varve Count,,,,,,,,60.485,-152.742
311350,Fisher,20048,Confirmed Eruption,Turquoise cone,5,,,-3170,75,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,54.65,-164.43
313030,Redoubt,20317,Confirmed Eruption,,,,,-3180,200,0,,0,,Sidereal: Varve Count,,,,,,,,60.485,-152.742
323020,Medicine Lake,20643,Confirmed Eruption,NW caldera floor (Medicine Lake Glass flow),0,,?,-3190,,0,,0,,Isotopic: 14C (calibrated),,,,,,,,41.611,-121.554
313040,Spurr,20395,Confirmed Eruption,Mt. Spurr central lava/cone complex,,,?,-3250,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,61.299,-152.251
321040,Adams,20509,Confirmed Eruption,,2,,,-3250,300,0,,0,,Correlation: Tephrochronology,,,,,,,,46.206,-121.49
324040,Hell's Half Acre,20695,Confirmed Eruption,,0,,,-3250,150,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,43.5,-112.45
327110,Carrizozo,20705,Confirmed Eruption,Little Black Peak,,,,-3250,500,0,,0,,Isotopic: Cosmic Ray Exposure,,,,,,,,33.78,-105.93
332020,Mauna Loa,10135,Confirmed Eruption,SW rift zone,0,,?,-3250,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,19.475,-155.608
332010,Kilauea,20734,Confirmed Eruption,,0,,?,-3300,,0,,0,,Isotopic: 14C (calibrated),,,,,,,,19.421,-155.287
332020,Mauna Loa,10134,Confirmed Eruption,NE rift zone,0,,?,-3350,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,19.475,-155.608
332030,Mauna Kea,10229,Confirmed Eruption,"SE flank (near Hale Pohaku, 2740 m)",,,,-3370,150,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,19.82,-155.47
321040,Adams,20508,Confirmed Eruption,,2,,?,-3550,,0,,0,,Correlation: Tephrochronology,,,,,,,,46.206,-121.49
321020,Glacier Peak,20468,Confirmed Eruption,,,,?,-3550,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,48.112,-121.113
313030,Redoubt,20316,Confirmed Eruption,,,,,-3600,150,0,,0,,Sidereal: Varve Count,,,,,,,,60.485,-152.742
321030,Rainier,20482,Confirmed Eruption,,3,,?,-3650,,0,,0,,Isotopic: 14C (calibrated),,,,,,,,46.853,-121.76
313030,Redoubt,20315,Confirmed Eruption,,,,,-3650,150,0,,0,,Sidereal: Varve Count,,,,,,,,60.485,-152.742
311310,Makushin,19866,Confirmed Eruption,,4,P,,-3650,1850,0,,0,,Correlation: Tephrochronology,,,,,,,,53.891,-166.923
332030,Mauna Kea,10228,Confirmed Eruption,South rift zone (Puu Kalaieha),,,,-3680,200,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,19.82,-155.47
313030,Redoubt,20314,Confirmed Eruption,,,,,-3690,150,0,,0,,Sidereal: Varve Count,,,,,,,,60.485,-152.742
313030,Redoubt,20313,Confirmed Eruption,,,,,-3730,150,0,,0,,Sidereal: Varve Count,,,,,,,,60.485,-152.742
311111,Moffett,19725,Confirmed Eruption,,,,?,-3750,,0,,0,,Isotopic: 14C (calibrated),,,,,,,,51.944,-176.747
332020,Mauna Loa,10133,Confirmed Eruption,NE rift zone,0,,?,-3750,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,19.475,-155.608
321040,Adams,20507,Confirmed Eruption,NNE flank (2100-2250 m),1,?,,-3800,1950,0,,0,,Correlation: Tephrochronology,,,,,,,,46.206,-121.49
315040,Edgecumbe,20424,Confirmed Eruption,,,,,-3810,70,,,,,Isotopic: 14C (uncalibrated),,,,,,,,57.05,-135.75
321030,Rainier,20481,Confirmed Eruption,,,,,-3850,200,0,,0,,Isotopic: 14C (calibrated),,,,,,,,46.853,-121.76
323120,Mono-Inyo Craters,20664,Confirmed Eruption,Mono Craters (crater N of Punchbowl),,,,-3850,1160,0,,0,,Chem/Bio: Hydration Rind,,,,,,,,37.804,-119.029
311140,Koniuji,19746,Confirmed Eruption,,,,,-3850,3100,0,,0,,Isotopic: Ar/Ar,,,,,,,,52.22,-175.13
312250,Kaguyak,20249,Confirmed Eruption,Kaguyak caldera,5,,?,-3850,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,58.608,-154.028
313030,Redoubt,20312,Confirmed Eruption,,,,,-3890,150,0,,0,,Sidereal: Varve Count,,,,,,,,60.485,-152.742
313030,Redoubt,20311,Confirmed Eruption,,,,,-4010,150,0,,0,,Sidereal: Varve Count,,,,,,,,60.485,-152.742
313040,Spurr,20394,Confirmed Eruption,South flank (Crater Peak),,,?,-4050,,0,,0,,Correlation: Tephrochronology,,,,,,,,61.299,-152.251
311180,Seguam,19772,Confirmed Eruption,W flank of cone in eastern caldera,0,,,-4050,4000,0,,0,,Isotopic: Uranium-series,,,,,,,,52.315,-172.51
323010,Shasta,20625,Confirmed Eruption,,,,?,-4050,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,41.409,-122.193
321040,Adams,20506,Confirmed Eruption,Upper SW flank?,2,,,-4050,500,0,,0,,Correlation: Tephrochronology,,,,,,,,46.206,-121.49
323120,Mono-Inyo Craters,22199,Confirmed Eruption,Inyo Craters (N of Deadman Creek),,,?,-4050,,,,,,Chem/Bio: Hydration Rind,,,,,,,,37.804,-119.029
